"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","CITY","STRATA","GQ","RENTGRS","HHINCOME","PERNUM","PERWT","AGE","RACE","RACED","RACNUM"
2021,202101,617669,2021010000280,144.0,2021006176691,810,330425,4,0,9999999,1,144.0,30,1,100,1
2021,202101,617671,2021010000309,11.0,2021006176711,810,330525,4,0,9999999,1,11.0,61,1,100,1
2021,202101,617678,2021010000591,87.0,2021006176781,810,330225,4,0,9999999,1,87.0,18,2,200,1
2021,202101,617680,2021010000619,90.0,2021006176801,810,330125,4,0,9999999,1,90.0,19,6,640,1
2021,202101,617686,2021010000720,69.0,2021006176861,810,330125,4,0,9999999,1,69.0,20,1,100,1
2021,202101,617687,2021010000733,10.0,2021006176871,810,330325,4,0,9999999,1,10.0,28,1,100,1
2021,202101,617690,2021010000797,7.0,2021006176901,810,330125,4,0,9999999,1,7.0,21,8,826,2
2021,202101,617695,2021010000909,85.0,2021006176951,810,330125,4,0,9999999,1,85.0,18,1,100,1
2021,202101,617697,2021010001062,80.0,2021006176971,810,330125,4,0,9999999,1,80.0,28,2,200,1
2021,202101,617703,2021010001182,67.0,2021006177031,810,330125,4,0,9999999,1,67.0,19,2,200,1
2021,202101,617713,2021010001462,48.0,2021006177131,810,330225,4,0,9999999,1,48.0,20,8,826,2
2021,202101,617721,2021010001684,67.0,2021006177211,810,330125,4,0,9999999,1,67.0,19,6,643,1
2021,202101,617729,2021010001801,75.0,2021006177291,810,330125,4,0,9999999,1,75.0,19,1,100,1
2021,202101,617736,2021010002015,51.0,2021006177361,810,330125,4,0,9999999,1,51.0,19,1,100,1
2021,202101,617740,2021010002192,23.0,2021006177401,810,330125,4,0,9999999,1,23.0,19,1,100,1
2021,202101,617741,2021010002208,107.0,2021006177411,810,330125,4,0,9999999,1,107.0,23,7,700,1
2021,202101,617754,2021010002516,32.0,2021006177541,810,330125,4,0,9999999,1,32.0,22,7,700,1
2021,202101,617757,2021010002646,103.0,2021006177571,810,330125,4,0,9999999,1,103.0,20,8,826,2
2021,202101,617764,2021010002888,12.0,2021006177641,810,330425,3,0,9999999,1,12.0,11,2,200,1
2021,202101,617769,2021010002970,88.0,2021006177691,810,330125,4,0,9999999,1,88.0,19,1,100,1
2021,202101,617781,2021010003258,22.0,2021006177811,810,330225,4,0,9999999,1,22.0,1,1,100,1
2021,202101,617793,2021010003582,95.0,2021006177931,810,330125,4,0,9999999,1,95.0,28,2,200,1
2021,202101,617794,2021010003594,33.0,2021006177941,810,330325,3,0,9999999,1,33.0,82,1,100,1
2021,202101,617798,2021010003727,66.0,2021006177981,810,330125,4,0,9999999,1,66.0,21,1,100,1
2021,202101,617799,2021010003751,10.0,2021006177991,810,330525,4,0,9999999,1,10.0,65,1,100,1
2021,202101,617808,2021010004127,74.0,2021006178081,810,330125,4,0,9999999,1,74.0,19,8,826,2
2021,202101,617810,2021010004167,11.0,2021006178101,810,330125,4,0,9999999,1,11.0,19,1,100,1
2021,202101,617823,2021010004505,90.0,2021006178231,810,330125,4,0,9999999,1,90.0,19,1,100,1
2021,202101,617825,2021010004565,193.0,2021006178251,810,330125,4,0,9999999,1,193.0,18,1,100,1
2021,202101,617833,2021010004651,9.0,2021006178331,810,330525,4,0,9999999,1,9.0,54,1,100,1
2021,202101,617839,2021010004823,86.0,2021006178391,810,330225,4,0,9999999,1,86.0,19,8,802,2
2021,202101,617853,2021010005268,11.0,2021006178531,810,330125,4,0,9999999,1,11.0,27,6,610,1
2021,202101,617858,2021010005341,47.0,2021006178581,810,330125,4,0,9999999,1,47.0,19,1,100,1
2021,202101,617868,2021010005701,17.0,2021006178681,810,330525,4,0,9999999,1,17.0,38,7,700,1
2021,202101,617870,2021010005739,183.0,2021006178701,810,330225,4,0,9999999,1,183.0,18,4,400,1
2021,202101,617875,2021010005826,18.0,2021006178751,810,330425,4,0,9999999,1,18.0,95,7,700,1
2021,202101,617877,2021010005887,42.0,2021006178771,810,330125,4,0,9999999,1,42.0,18,1,100,1
2021,202101,617882,2021010006019,77.0,2021006178821,810,330125,4,0,9999999,1,77.0,19,1,100,1
2021,202101,617884,2021010006067,4.0,2021006178841,810,330125,4,0,9999999,1,4.0,20,8,826,2
2021,202101,617894,2021010006364,42.0,2021006178941,810,330425,4,0,9999999,1,42.0,65,1,100,1
2021,202101,617905,2021010006756,7.0,2021006179051,810,330525,3,0,9999999,1,7.0,11,7,700,1
2021,202101,617914,2021010006868,95.0,2021006179141,810,330125,4,0,9999999,1,95.0,20,6,610,1
2021,202101,617919,2021010006926,70.0,2021006179191,810,330525,3,0,9999999,1,70.0,95,1,100,1
2021,202101,617920,2021010007053,7.0,2021006179201,810,330525,4,0,9999999,1,7.0,29,1,100,1
2021,202101,617923,2021010007154,101.0,2021006179231,810,330125,4,0,9999999,1,101.0,19,8,802,2
2021,202101,617924,2021010007175,37.0,2021006179241,810,330125,4,0,9999999,1,37.0,18,1,100,1
2021,202101,617926,2021010007238,85.0,2021006179261,810,330125,4,0,9999999,1,85.0,18,1,100,1
2021,202101,617928,2021010007338,11.0,2021006179281,810,330325,4,0,9999999,1,11.0,36,1,100,1
2021,202101,617937,2021010007555,131.0,2021006179371,810,330125,4,0,9999999,1,131.0,19,8,818,2
2021,202101,617939,2021010007595,102.0,2021006179391,810,330125,4,0,9999999,1,102.0,52,1,100,1
2021,202101,617947,2021010007746,60.0,2021006179471,810,330425,4,0,9999999,1,60.0,18,8,826,2
2021,202101,617949,2021010007798,46.0,2021006179491,810,330125,4,0,9999999,1,46.0,19,1,100,1
2021,202101,617965,2021010008566,93.0,2021006179651,810,330125,4,0,9999999,1,93.0,19,6,610,1
2021,202101,617971,2021010008704,61.0,2021006179711,810,330125,4,0,9999999,1,61.0,22,1,100,1
2021,202101,617978,2021010008908,10.0,2021006179781,810,330525,4,0,9999999,1,10.0,23,1,100,1
2021,202101,617979,2021010008954,71.0,2021006179791,810,330125,4,0,9999999,1,71.0,18,2,200,1
2021,202101,617980,2021010008955,6.0,2021006179801,810,330325,4,0,9999999,1,6.0,34,1,100,1
2021,202101,617998,2021010009699,91.0,2021006179981,810,330425,4,0,9999999,1,91.0,18,4,400,1
2021,202101,618005,2021010009802,24.0,2021006180051,810,330125,4,0,9999999,1,24.0,72,1,100,1
2021,202101,618006,2021010009805,86.0,2021006180061,810,330125,4,0,9999999,1,86.0,19,8,802,2
2021,202101,618016,2021010010068,47.0,2021006180161,810,330425,4,0,9999999,1,47.0,19,1,100,1
2021,202101,618020,2021010010282,13.0,2021006180201,810,330125,4,0,9999999,1,13.0,56,1,100,1
2021,202101,618023,2021010010385,73.0,2021006180231,810,330125,4,0,9999999,1,73.0,20,1,100,1
2021,202101,618024,2021010010419,65.0,2021006180241,810,330225,3,0,9999999,1,65.0,75,8,826,2
2021,202101,618032,2021010010769,90.0,2021006180321,810,330125,4,0,9999999,1,90.0,18,2,200,1
2021,202101,618033,2021010010772,7.0,2021006180331,810,330125,4,0,9999999,1,7.0,20,1,100,1
2021,202101,618037,2021010010850,14.0,2021006180371,810,330225,4,0,9999999,1,14.0,57,1,100,1
2021,202101,618043,2021010011088,36.0,2021006180431,810,330425,4,0,9999999,1,36.0,76,1,100,1
2021,202101,618077,2021010012122,81.0,2021006180771,810,330125,4,0,9999999,1,81.0,19,6,610,1
2021,202101,618086,2021010012261,45.0,2021006180861,810,330225,4,0,9999999,1,45.0,20,7,700,1
2021,202101,618090,2021010012424,97.0,2021006180901,810,330125,4,0,9999999,1,97.0,21,1,100,1
2021,202101,618109,2021010013082,79.0,2021006181091,810,330125,4,0,9999999,1,79.0,18,2,200,1
2021,202101,618112,2021010013149,75.0,2021006181121,810,330125,4,0,9999999,1,75.0,18,1,100,1
2021,202101,618114,2021010013203,75.0,2021006181141,810,330225,4,0,9999999,1,75.0,20,1,100,1
2021,202101,618116,2021010013239,99.0,2021006181161,810,330125,4,0,9999999,1,99.0,19,6,643,1
2021,202101,618117,2021010013257,65.0,2021006181171,810,330125,4,0,9999999,1,65.0,26,7,700,1
2021,202101,618136,2021010013849,137.0,2021006181361,810,330225,4,0,9999999,1,137.0,25,1,100,1
2021,202101,618137,2021010013932,50.0,2021006181371,810,330125,4,0,9999999,1,50.0,19,1,100,1
2021,202101,618162,2021010014737,133.0,2021006181621,810,330525,4,0,9999999,1,133.0,52,1,100,1
2021,202101,618177,2021010015297,68.0,2021006181771,810,330125,4,0,9999999,1,68.0,22,7,700,1
2021,202101,618178,2021010015332,9.0,2021006181781,810,330425,4,0,9999999,1,9.0,33,1,100,1
2021,202101,618187,2021010015633,87.0,2021006181871,810,330425,4,0,9999999,1,87.0,19,1,100,1
2021,202101,618188,2021010015709,90.0,2021006181881,810,330225,4,0,9999999,1,90.0,18,2,200,1
2021,202101,618189,2021010015770,59.0,2021006181891,810,330225,3,0,9999999,1,59.0,85,1,100,1
2021,202101,618190,2021010015808,81.0,2021006181901,810,330125,4,0,9999999,1,81.0,21,1,100,1
2021,202101,618195,2021010015886,82.0,2021006181951,810,330125,4,0,9999999,1,82.0,23,1,100,1
2021,202101,618196,2021010015903,55.0,2021006181961,810,330125,4,0,9999999,1,55.0,20,1,100,1
2021,202101,618197,2021010015914,115.0,2021006181971,810,330125,4,0,9999999,1,115.0,24,1,100,1
2021,202101,618199,2021010015936,72.0,2021006181991,810,330125,4,0,9999999,1,72.0,27,8,812,2
2021,202101,618205,2021010016058,72.0,2021006182051,810,330225,4,0,9999999,1,72.0,19,1,100,1
2021,202101,618206,2021010016063,12.0,2021006182061,810,330525,3,0,9999999,1,12.0,95,1,100,1
2021,202101,618224,2021010016513,9.0,2021006182241,810,330525,3,0,9999999,1,9.0,10,1,100,1
2021,202101,618245,2021010017419,26.0,2021006182451,810,330325,3,0,9999999,1,26.0,95,1,100,1
2021,202101,618251,2021010017575,59.0,2021006182511,810,330125,4,0,9999999,1,59.0,19,1,100,1
2021,202101,618252,2021010017660,65.0,2021006182521,810,330525,3,0,9999999,1,65.0,95,1,100,1
2021,202101,618254,2021010017671,77.0,2021006182541,810,330425,4,0,9999999,1,77.0,29,1,100,1
2021,202101,618259,2021010017822,27.0,2021006182591,810,330325,3,0,9999999,1,27.0,88,1,100,1
2021,202101,618262,2021010017908,67.0,2021006182621,810,330125,4,0,9999999,1,67.0,20,2,200,1
2021,202101,618268,2021010017989,55.0,2021006182681,810,330225,3,0,9999999,1,55.0,43,2,200,1
2021,202101,618276,2021010018277,52.0,2021006182761,810,330525,4,0,9999999,1,52.0,34,1,100,1
2021,202101,618278,2021010018318,51.0,2021006182781,810,330425,4,0,9999999,1,51.0,19,4,400,1
2021,202101,618281,2021010018419,81.0,2021006182811,810,330125,4,0,9999999,1,81.0,28,2,200,1
2021,202101,618284,2021010018503,91.0,2021006182841,810,330225,4,0,9999999,1,91.0,18,8,826,2
2021,202101,618286,2021010018533,24.0,2021006182861,810,330425,4,0,9999999,1,24.0,19,1,100,1
2021,202101,618287,2021010018545,14.0,2021006182871,810,330425,4,0,9999999,1,14.0,54,8,826,2
2021,202101,618292,2021010018579,14.0,2021006182921,810,330425,3,0,9999999,1,14.0,25,2,200,1
2021,202101,618305,2021010018986,66.0,2021006183051,810,330125,4,0,9999999,1,66.0,20,1,100,1
2021,202101,618307,2021010019049,57.0,2021006183071,810,330225,4,0,9999999,1,57.0,19,1,100,1
2021,202101,618308,2021010019108,65.0,2021006183081,810,330225,3,0,9999999,1,65.0,41,2,200,1
2021,202101,618320,2021010019322,38.0,2021006183201,810,330125,4,0,9999999,1,38.0,21,8,812,2
2021,202101,618326,2021010019410,95.0,2021006183261,810,330225,3,0,9999999,1,95.0,45,2,200,1
2021,202101,618347,2021010019912,55.0,2021006183471,810,330525,4,0,9999999,1,55.0,47,2,200,1
2021,202101,618368,2021010020528,74.0,2021006183681,810,330425,4,0,9999999,1,74.0,19,1,100,1
2021,202101,618369,2021010020572,68.0,2021006183691,810,330125,4,0,9999999,1,68.0,19,1,100,1
2021,202101,618374,2021010020751,48.0,2021006183741,810,330225,4,0,9999999,1,48.0,18,1,100,1
2021,202101,618378,2021010020856,90.0,2021006183781,810,330125,4,0,9999999,1,90.0,31,8,818,2
2021,202101,618380,2021010020939,181.0,2021006183801,810,330125,4,0,9999999,1,181.0,19,1,100,1
2021,202101,618381,2021010020966,68.0,2021006183811,810,330225,4,0,9999999,1,68.0,18,2,200,1
2021,202101,618383,2021010021035,55.0,2021006183831,810,330525,3,0,9999999,1,55.0,85,1,100,1
2021,202101,618389,2021010021337,76.0,2021006183891,810,330225,4,0,9999999,1,76.0,18,1,100,1
2021,202101,618393,2021010021525,88.0,2021006183931,810,330125,4,0,9999999,1,88.0,18,1,100,1
2021,202101,618410,2021010022163,92.0,2021006184101,810,330425,4,0,9999999,1,92.0,20,8,826,2
2021,202101,618415,2021010022354,18.0,2021006184151,810,330325,4,0,9999999,1,18.0,60,7,700,1
2021,202101,618420,2021010022582,73.0,2021006184201,810,330125,4,0,9999999,1,73.0,19,1,100,1
2021,202101,618422,2021010022596,5.0,2021006184221,810,330325,4,0,9999999,1,5.0,41,8,826,2
2021,202101,618425,2021010022662,8.0,2021006184251,810,330125,4,0,9999999,1,8.0,19,1,100,1
2021,202101,618435,2021010023046,111.0,2021006184351,810,330225,4,0,9999999,1,111.0,18,6,640,1
2021,202101,618446,2021010023321,78.0,2021006184461,810,330125,4,0,9999999,1,78.0,20,1,100,1
2021,202101,618456,2021010023641,2.0,2021006184561,810,330325,4,0,9999999,1,2.0,47,1,100,1
2021,202101,618466,2021010023830,89.0,2021006184661,810,330225,4,0,9999999,1,89.0,18,1,100,1
2021,202101,618474,2021010024132,113.0,2021006184741,810,330525,3,0,9999999,1,113.0,30,1,100,1
2021,202101,618481,2021010024463,81.0,2021006184811,810,330125,4,0,9999999,1,81.0,22,4,400,1
2021,202101,618483,2021010024529,32.0,2021006184831,810,330125,4,0,9999999,1,32.0,20,1,100,1
2021,202101,618484,2021010024578,70.0,2021006184841,810,330125,4,0,9999999,1,70.0,20,2,200,1
2021,202101,618491,2021010024814,89.0,2021006184911,810,330425,4,0,9999999,1,89.0,22,2,200,1
2021,202101,618495,2021010024976,124.0,2021006184951,810,330125,4,0,9999999,1,124.0,22,1,100,1
2021,202101,618499,2021010025055,62.0,2021006184991,810,330225,4,0,9999999,1,62.0,19,1,100,1
2021,202101,618541,2021010026369,45.0,2021006185411,810,330225,4,0,9999999,1,45.0,20,1,100,1
2021,202101,618547,2021010026549,8.0,2021006185471,810,330125,4,0,9999999,1,8.0,18,1,100,1
2021,202101,618552,2021010026771,82.0,2021006185521,810,330125,4,0,9999999,1,82.0,20,6,610,1
2021,202101,618571,2021010027205,52.0,2021006185711,810,330225,4,0,9999999,1,52.0,19,6,671,1
2021,202101,618579,2021010027405,14.0,2021006185791,810,330125,4,0,9999999,1,14.0,31,8,818,2
2021,202101,618580,2021010027448,108.0,2021006185801,810,330125,4,0,9999999,1,108.0,19,4,400,1
2021,202101,618583,2021010027488,10.0,2021006185831,810,330125,4,0,9999999,1,10.0,22,1,100,1
2021,202101,618586,2021010027571,38.0,2021006185861,810,330125,4,0,9999999,1,38.0,19,1,100,1
2021,202101,618605,2021010028106,18.0,2021006186051,810,330225,3,0,9999999,1,18.0,51,2,200,1
2021,202101,618610,2021010028364,11.0,2021006186101,810,330125,4,0,9999999,1,11.0,28,1,100,1
2021,202101,618617,2021010028609,74.0,2021006186171,810,330125,4,0,9999999,1,74.0,21,8,826,2
2021,202101,618627,2021010028960,55.0,2021006186271,810,330425,4,0,9999999,1,55.0,95,7,700,1
2021,202101,618628,2021010029005,44.0,2021006186281,810,330125,3,0,9999999,1,44.0,71,1,100,1
2021,202101,618638,2021010029357,60.0,2021006186381,810,330125,4,0,9999999,1,60.0,19,1,100,1
2021,202101,618642,2021010029463,133.0,2021006186421,810,330225,4,0,9999999,1,133.0,21,8,801,2
2021,202101,618648,2021010029600,73.0,2021006186481,810,330125,4,0,9999999,1,73.0,18,1,100,1
2021,202101,618668,2021010030147,72.0,2021006186681,810,330125,4,0,9999999,1,72.0,20,1,100,1
2021,202101,618669,2021010030196,78.0,2021006186691,810,330125,4,0,9999999,1,78.0,30,8,834,2
2021,202101,618677,2021010030361,69.0,2021006186771,810,330125,4,0,9999999,1,69.0,18,2,200,1
2021,202101,618680,2021010030385,70.0,2021006186801,810,330225,4,0,9999999,1,70.0,19,2,200,1
2021,202101,618684,2021010030482,78.0,2021006186841,810,330425,4,0,9999999,1,78.0,21,4,400,1
2021,202101,618706,2021010031015,12.0,2021006187061,810,330125,4,0,9999999,1,12.0,20,6,665,1
2021,202101,618709,2021010031229,55.0,2021006187091,810,330425,4,0,9999999,1,55.0,95,1,100,1
2021,202101,618710,2021010031231,47.0,2021006187101,810,330125,3,0,9999999,1,47.0,65,2,200,1
2021,202101,618720,2021010031529,13.0,2021006187201,810,330125,4,0,9999999,1,13.0,28,1,100,1
2021,202101,618729,2021010031709,9.0,2021006187291,810,330525,4,0,9999999,1,9.0,79,1,100,1
2021,202101,618735,2021010031835,4.0,2021006187351,810,330525,4,0,9999999,1,4.0,25,2,200,1
2021,202101,618740,2021010031923,77.0,2021006187401,810,330125,4,0,9999999,1,77.0,18,1,100,1
2021,202101,618748,2021010032323,75.0,2021006187481,810,330125,4,0,9999999,1,75.0,20,1,100,1
2021,202101,618756,2021010032724,10.0,2021006187561,810,330525,4,0,9999999,1,10.0,54,8,826,2
2021,202101,618759,2021010032808,83.0,2021006187591,810,330125,4,0,9999999,1,83.0,18,1,100,1
2021,202101,618781,2021010033342,32.0,2021006187811,810,330125,4,0,9999999,1,32.0,19,6,643,1
2021,202101,618784,2021010033390,129.0,2021006187841,810,330125,4,0,9999999,1,129.0,21,1,100,1
2021,202101,618787,2021010033479,66.0,2021006187871,810,330525,4,0,9999999,1,66.0,22,6,620,1
2021,202101,618788,2021010033524,75.0,2021006187881,810,330125,4,0,9999999,1,75.0,19,9,974,2
2021,202101,618794,2021010033703,75.0,2021006187941,810,330125,4,0,9999999,1,75.0,20,1,100,1
2021,202101,618799,2021010033938,25.0,2021006187991,810,330125,4,0,9999999,1,25.0,91,1,100,1
2021,202101,618800,2021010033980,23.0,2021006188001,810,330125,4,0,9999999,1,23.0,18,1,100,1
2021,202101,618806,2021010034283,129.0,2021006188061,810,330125,4,0,9999999,1,129.0,19,1,100,1
2021,202101,618820,2021010034845,199.0,2021006188201,810,330325,4,0,9999999,1,199.0,25,1,100,1
2021,202101,618822,2021010034874,25.0,2021006188221,810,330425,3,0,9999999,1,25.0,7,1,100,1
2021,202101,618823,2021010034887,94.0,2021006188231,810,330125,4,0,9999999,1,94.0,19,6,610,1
2021,202101,618824,2021010034893,153.0,2021006188241,810,330125,4,0,9999999,1,153.0,19,1,100,1
2021,202101,618838,2021010035416,86.0,2021006188381,810,330125,4,0,9999999,1,86.0,20,1,100,1
2021,202101,618841,2021010035490,12.0,2021006188411,810,330525,3,0,9999999,1,12.0,79,1,100,1
2021,202101,618849,2021010035784,31.0,2021006188491,810,330125,4,0,9999999,1,31.0,19,1,100,1
2021,202101,618854,2021010035898,11.0,2021006188541,810,330125,4,0,9999999,1,11.0,22,6,620,1
2021,202101,618858,2021010036079,70.0,2021006188581,810,330125,4,0,9999999,1,70.0,19,1,100,1
2021,202101,618862,2021010036243,26.0,2021006188621,810,330325,4,0,9999999,1,26.0,47,2,200,1
2021,202101,618867,2021010036439,7.0,2021006188671,810,330525,3,0,9999999,1,7.0,13,1,100,1
2021,202101,618873,2021010036586,48.0,2021006188731,810,330525,3,0,9999999,1,48.0,76,1,100,1
2021,202101,618915,2021010037901,82.0,2021006189151,810,330125,4,0,9999999,1,82.0,18,1,100,1
2021,202101,618916,2021010038029,154.0,2021006189161,810,330325,4,0,9999999,1,154.0,22,5,500,1
2021,202101,618921,2021010038167,51.0,2021006189211,810,330125,4,0,9999999,1,51.0,19,1,100,1
2021,202101,618926,2021010038352,81.0,2021006189261,810,330425,4,0,9999999,1,81.0,21,8,826,2
2021,202101,618929,2021010038629,16.0,2021006189291,810,330425,4,0,9999999,1,16.0,34,1,100,1
2021,202101,618936,2021010038886,9.0,2021006189361,810,330525,3,0,9999999,1,9.0,11,2,200,1
2021,202101,618944,2021010039076,55.0,2021006189441,810,330125,4,0,9999999,1,55.0,18,1,100,1
2021,202101,618947,2021010039216,89.0,2021006189471,810,330225,4,0,9999999,1,89.0,20,8,826,2
2021,202101,618961,2021010039641,120.0,2021006189611,810,330125,4,0,9999999,1,120.0,21,1,100,1
2021,202101,618985,2021010040324,78.0,2021006189851,810,330125,4,0,9999999,1,78.0,20,8,826,2
2021,202101,618990,2021010040534,20.0,2021006189901,810,330125,4,0,9999999,1,20.0,74,2,200,1
2021,202101,619001,2021010040912,8.0,2021006190011,810,330125,4,0,9999999,1,8.0,21,1,100,1
2021,202101,619004,2021010041027,12.0,2021006190041,810,330225,4,0,9999999,1,12.0,48,1,100,1
2021,202101,619007,2021010041132,56.0,2021006190071,810,330225,4,0,9999999,1,56.0,21,1,100,1
2021,202101,619016,2021010041359,20.0,2021006190161,810,330425,4,0,9999999,1,20.0,34,1,100,1
2021,202101,619017,2021010041378,66.0,2021006190171,810,330125,4,0,9999999,1,66.0,20,1,100,1
2021,202101,619023,2021010041550,77.0,2021006190231,810,330425,4,0,9999999,1,77.0,18,1,100,1
2021,202101,619030,2021010041779,79.0,2021006190301,810,330125,4,0,9999999,1,79.0,22,6,620,1
2021,202101,619035,2021010041938,19.0,2021006190351,810,330225,3,0,9999999,1,19.0,49,1,100,1
2021,202101,619037,2021010042044,232.0,2021006190371,810,330225,4,0,9999999,1,232.0,76,1,100,1
2021,202101,619040,2021010042094,80.0,2021006190401,810,330125,4,0,9999999,1,80.0,19,8,802,2
2021,202101,619043,2021010042190,17.0,2021006190431,810,330225,3,0,9999999,1,17.0,46,2,200,1
2021,202101,619045,2021010042249,24.0,2021006190451,810,330125,4,0,9999999,1,24.0,19,1,100,1
2021,202101,619051,2021010042361,78.0,2021006190511,810,330125,4,0,9999999,1,78.0,19,1,100,1
2021,202101,619052,2021010042395,58.0,2021006190521,810,330125,4,0,9999999,1,58.0,20,1,100,1
2021,202101,619056,2021010042454,3.0,2021006190561,810,330125,4,0,9999999,1,3.0,55,1,100,1
2021,202101,619066,2021010042690,104.0,2021006190661,810,330125,4,0,9999999,1,104.0,19,1,100,1
2021,202101,619072,2021010042902,97.0,2021006190721,810,330225,3,0,9999999,1,97.0,51,2,200,1
2021,202101,619076,2021010043027,22.0,2021006190761,810,330425,4,0,9999999,1,22.0,19,1,100,1
2021,202101,619082,2021010043158,11.0,2021006190821,810,330425,4,0,9999999,1,11.0,41,1,100,1
2021,202101,619083,2021010043192,68.0,2021006190831,810,330325,4,0,9999999,1,68.0,41,1,100,1
2021,202101,619095,2021010043460,87.0,2021006190951,810,330125,4,0,9999999,1,87.0,20,1,100,1
2021,202101,619099,2021010043595,87.0,2021006190991,810,330125,4,0,9999999,1,87.0,20,1,100,1
2021,202101,619100,2021010043613,74.0,2021006191001,810,330125,4,0,9999999,1,74.0,17,1,100,1
2021,202101,619102,2021010043692,97.0,2021006191021,810,330125,4,0,9999999,1,97.0,18,2,200,1
2021,202101,619103,2021010043706,97.0,2021006191031,810,330125,4,0,9999999,1,97.0,23,1,100,1
2021,202101,619109,2021010044012,26.0,2021006191091,810,330525,4,0,9999999,1,26.0,63,1,100,1
2021,202101,619112,2021010044109,79.0,2021006191121,810,330225,4,0,9999999,1,79.0,19,1,100,1
2021,202101,619115,2021010044271,11.0,2021006191151,810,330525,4,0,9999999,1,11.0,63,1,100,1
2021,202101,619121,2021010044453,76.0,2021006191211,810,330125,4,0,9999999,1,76.0,18,3,379,1
2021,202101,619124,2021010044506,21.0,2021006191241,810,330125,4,0,9999999,1,21.0,68,2,200,1
2021,202101,619134,2021010044737,9.0,2021006191341,810,330125,4,0,9999999,1,9.0,19,1,100,1
2021,202101,619165,2021010045730,76.0,2021006191651,810,330125,4,0,9999999,1,76.0,19,1,100,1
2021,202101,619167,2021010045735,78.0,2021006191671,810,330125,4,0,9999999,1,78.0,20,2,200,1
2021,202101,619168,2021010045814,40.0,2021006191681,810,330225,4,0,9999999,1,40.0,47,2,200,1
2021,202101,619175,2021010046053,5.0,2021006191751,810,330125,4,0,9999999,1,5.0,21,8,826,2
2021,202101,619186,2021010046480,73.0,2021006191861,810,330125,4,0,9999999,1,73.0,20,7,700,1
2021,202101,619189,2021010046552,8.0,2021006191891,810,330525,3,0,9999999,1,8.0,11,2,200,1
2021,202101,619190,2021010046567,70.0,2021006191901,810,330125,4,0,9999999,1,70.0,20,8,826,2
2021,202101,619194,2021010046663,73.0,2021006191941,810,330125,4,0,9999999,1,73.0,18,4,400,1
2021,202101,619200,2021010046850,190.0,2021006192001,810,330125,4,0,9999999,1,190.0,18,1,100,1
2021,202101,619203,2021010046935,74.0,2021006192031,810,330125,4,0,9999999,1,74.0,20,1,100,1
2021,202101,619206,2021010046954,83.0,2021006192061,810,330425,4,0,9999999,1,83.0,20,6,671,1
2021,202101,619207,2021010047009,47.0,2021006192071,810,330225,4,0,9999999,1,47.0,48,1,100,1
2021,202101,619217,2021010047264,49.0,2021006192171,810,330125,4,0,9999999,1,49.0,19,6,643,1
2021,202101,619233,2021010048019,43.0,2021006192331,810,330125,4,0,9999999,1,43.0,18,1,100,1
2021,202101,619240,2021010048332,76.0,2021006192401,810,330125,4,0,9999999,1,76.0,21,1,100,1
2021,202101,619248,2021010048767,9.0,2021006192481,810,330525,3,0,9999999,1,9.0,75,1,100,1
2021,202101,619249,2021010048795,73.0,2021006192491,810,330125,4,0,9999999,1,73.0,19,1,100,1
2021,202101,619251,2021010048863,4.0,2021006192511,810,330125,4,0,9999999,1,4.0,55,1,100,1
2021,202101,619269,2021010049221,44.0,2021006192691,810,330125,4,0,9999999,1,44.0,20,1,100,1
2021,202101,619270,2021010049230,105.0,2021006192701,810,330125,4,0,9999999,1,105.0,22,2,200,1
2021,202101,619272,2021010049277,9.0,2021006192721,810,330125,4,0,9999999,1,9.0,17,1,100,1
2021,202101,619294,2021010049807,101.0,2021006192941,810,330125,4,0,9999999,1,101.0,22,1,100,1
2021,202101,619302,2021010050248,65.0,2021006193021,810,330125,4,0,9999999,1,65.0,18,1,100,1
2021,202101,619306,2021010050324,74.0,2021006193061,810,330525,3,0,9999999,1,74.0,90,1,100,1
2021,202101,619312,2021010050580,8.0,2021006193121,810,330125,4,0,9999999,1,8.0,17,1,100,1
2021,202101,619317,2021010050843,57.0,2021006193171,810,330125,4,0,9999999,1,57.0,19,1,100,1
2021,202101,619318,2021010050851,89.0,2021006193181,810,330125,4,0,9999999,1,89.0,19,8,802,2
2021,202101,619320,2021010050894,86.0,2021006193201,810,330125,4,0,9999999,1,86.0,18,6,610,1
2021,202101,619324,2021010051086,121.0,2021006193241,810,330425,4,0,9999999,1,121.0,47,2,200,1
2021,202101,619325,2021010051128,37.0,2021006193251,810,330225,4,0,9999999,1,37.0,39,1,100,1
2021,202101,619330,2021010051247,78.0,2021006193301,810,330125,4,0,9999999,1,78.0,18,1,100,1
2021,202101,619337,2021010051451,115.0,2021006193371,810,330425,4,0,9999999,1,115.0,48,1,100,1
2021,202101,619342,2021010051683,12.0,2021006193421,810,330425,3,0,9999999,1,12.0,56,1,100,1
2021,202101,619349,2021010051814,56.0,2021006193491,810,330225,4,0,9999999,1,56.0,18,6,610,1
2021,202101,619350,2021010051838,126.0,2021006193501,810,330125,4,0,9999999,1,126.0,28,8,802,2
2021,202101,619367,2021010052386,57.0,2021006193671,810,330125,4,0,9999999,1,57.0,21,1,100,1
2021,202101,619368,2021010052425,55.0,2021006193681,810,330125,4,0,9999999,1,55.0,20,1,100,1
